"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"Secretos Peluquería-Plaza Vancouver","098 776 1128","","4","6","","ninguno","","true","Peluquería","Av. Cacha, y y Vancouver, 170201 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Secretos+Peluquer%C3%ADa-Plaza+Vancouver/data=!4m7!3m6!1s0x91d58f1fb161bc3d:0x3aeef28258ef30ea!8m2!3d-0.0880033!4d-78.4297274!16s%2Fg%2F11t6myfxz4!19sChIJPbxhsR-P1ZER6jDvWILy7jo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Mercy beautiful princess peluquería","098 602 3911","","4.7","13","https://www.facebook.com/mercy.moreira.5036","solo_red_social","","true","Peluquería","Jerónimo Carrión 641, 170143 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Mercy+beautiful+princess+peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59b862bbd0f05:0x552e49b217ebee86!8m2!3d-0.2040182!4d-78.494478!16s%2Fg%2F11m7m03tbx!19sChIJBQ-9K4ab1ZERhu7rF7JJLlU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Camilo Mideros Peluquería","099 578 6644","","4.9","465","https://wa.me/593995786644","solo_red_social","","true","Peluquería","Av. Mariana de Jesús E7-21, 170518 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Camilo+Mideros+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a7021459e67:0xadb986a5080dfb3!8m2!3d-0.193538!4d-78.4861679!16s%2Fg%2F1hhk2btq9!19sChIJZ55FIXCa1ZERs9-AUGqY2wo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"MAS MUA PELUQUERÍA","098 301 2292","","4.5","35","https://www.instagram.com/proincarsa/","solo_red_social","","true","Centro de estética","Vengador, y y El Zurriago N37_68, 170505 Quito","La Mariscal, Quito","https://www.google.com/maps/place/MAS+MUA+PELUQUER%C3%8DA/data=!4m7!3m6!1s0x91d59bd76dba0c45:0xfc97eb6f5e26d9d6!8m2!3d-0.1751405!4d-78.4795825!16s%2Fg%2F11shsyh6r4!19sChIJRQy6bdeb1ZER1tkmXm_rl_w?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Karissma Av. de los Shyris (QUICENTRO)","","","3.3","539","https://www.instagram.com/karissmapeluquerias?igsh=MTl1bGQ1ZHA3Y3AwMA==","solo_red_social","","true","Peluquería","RGF9+HJM Avenida de los Shyris, y y El Zurriago, Quito","La Mariscal, Quito","https://www.google.com/maps/place/Karissma+Av.+de+los+Shyris+%28QUICENTRO%29/data=!4m7!3m6!1s0x91d59a848253c757:0x7e608c8fc5321ddc!8m2!3d-0.1748293!4d-78.4804634!16s%2Fg%2F11gjs0nf8j!19sChIJV8dTgoSa1ZER3B0yxY-MYH4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Orion Pet School","099 366 1100","","4.8","20","","ninguno","","true","Guardería canina","Asturias y y N16, 170330 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Orion+Pet+School/data=!4m7!3m6!1s0x91d585838b78e87b:0x92feff810ffe7756!8m2!3d-0.0889742!4d-78.4471864!16s%2Fg%2F11sy1qb9vx!19sChIJe-h4i4OF1ZERVnf-D4H__pI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Hair Office/ Color Studio -Peluquería","","","4.9","11","","ninguno","","true","","","La Mariscal, Quito","https://www.google.com/maps/place/Hair+Office%2F+Color+Studio+-Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59b1846d92143:0x9d8a7100b4072708!8m2!3d-0.2061262!4d-78.4961709!16s%2Fg%2F11fknn8yj9!19sChIJQyHZRhib1ZERCCcHtABxip0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Umbrella Pet-lovers","099 863 3799","","4.9","16","","ninguno","","true","Veterinario","Carapungo, Jaime roldos aguilera, y y Francisco Robles, 170204 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Umbrella+Pet-lovers/data=!4m7!3m6!1s0x91d58fcf66c25d39:0xaf370fe737c28163!8m2!3d-0.0891994!4d-78.44982!16s%2Fg%2F11qj9nl9vv!19sChIJOV3CZs-P1ZERY4HCN-cPN68?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluqueria Unisex","(02) 203-5059","","4.8","8","","ninguno","","true","Peluquería","WH8J+RPH, Capitán Giovanni Calles, 170201 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Peluqueria+Unisex/data=!4m7!3m6!1s0x91d58ec532d241c5:0x6ac94dc29e4d17d0!8m2!3d-0.0829337!4d-78.4181442!16s%2Fg%2F11c525m8rn!19sChIJxUHSMsWO1ZER0BdNnsJNyWo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Depilec - Matriz El Condado","(02) 249-3188","depilec@gmail.com","4.7","33","http://www.depilec.com.ec/","sitio_propio","","false","Depilación con cera","Condado Plaza, Av. Mariscal Sucre N70-384 y, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Depilec+-+Matriz+El+Condado/data=!4m7!3m6!1s0x91d585a74bf1fc39:0xbddd66cbb1374396!8m2!3d-0.1086717!4d-78.5036297!16s%2Fg%2F11cmhkddjn!19sChIJOfzxS6eF1ZERlkM3sctm3b0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Ivelle Riocentro","098 195 3194","","4.9","138","","ninguno","","true","Peluquería","Av. 6 de Diciembre, y y Av. Tomás de Berlanga, 170501 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Ivelle+Riocentro/data=!4m7!3m6!1s0x91d59b5ac08715a3:0x8aff905f35220f03!8m2!3d-0.1658693!4d-78.4758179!16s%2Fg%2F11zjmqmkr4!19sChIJoxWHwFqb1ZERAw8iNV-Q_4o?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería internacional","097 918 8956","","4.7","12","","ninguno","","true","Peluquería","comercial la Merced, Quito centro histórico calle cuenca entre Olmedo, y y Mejía local #4, Quitó","Centro Histórico, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+internacional/data=!4m7!3m6!1s0x91d59be5d3f30761:0x8c2deae3e2960cd9!8m2!3d-0.2174134!4d-78.512772!16s%2Fg%2F11zgf85jd0!19sChIJYQfz0-Wb1ZER2QyW4uPqLYw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Ivelle Jardin","099 847 2641","","4.9","403","","ninguno","","true","Peluquería","Mall El Jardin, Av. Río Amazonas, 170804 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Ivelle+Jardin/data=!4m7!3m6!1s0x91d59bb136ffc95b:0x2b69cc9aa22e50c8!8m2!3d-0.1896214!4d-78.4873612!16s%2Fg%2F11zkg5c4rd!19sChIJW8n_NrGb1ZERyFAuoprMaSs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Soazo","099 375 0989","","4.7","161","http://www.peluqueriasoazo.com/","sitio_propio","","false","Centro de estética","Av. Portugal y Catalina Aldaz E11-37 y, 170504 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Soazo/data=!4m7!3m6!1s0x91d59b39ac476f81:0x75297efed0481eda!8m2!3d-0.181886!4d-78.477297!16s%2Fg%2F11f5v6s489!19sChIJgW9HrDmb1ZER2h5I0P5-KXU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluqueria Quito","098 459 2573","","4.3","15","","ninguno","","true","Barbería","QFHP+GRW, 170401 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Peluqueria+Quito/data=!4m7!3m6!1s0x91d5998712c856af:0x655062554bf64779!8m2!3d-0.2211473!4d-78.5129374!16s%2Fg%2F11c5b4bswr!19sChIJr1bIEoeZ1ZEReUf2S1ViUGU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Red Lulu Hair Design","098 203 4397","david@redluluquito.com","4.7","155","http://www.redluluquito.com/","sitio_propio","","false","Peluquería","Av. de los Shyris y Av. Eloy Alfaro N 32-218 y, 170135 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Red+Lulu+Hair+Design/data=!4m7!3m6!1s0x91d59a875c9db001:0x8b8bb2a9c5cea66e!8m2!3d-0.1885204!4d-78.4827067!16s%2Fg%2F11g81dgx72!19sChIJAbCdXIea1ZERbqbOxamyi4s?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Amandy Professional Salon - Peluquería & Spa de uñas","098 448 5745","","4.3","51","https://linktr.ee/amandy_professional","solo_red_social","","true","Centro de estética","Centro Comercial Galerías, Sucre Oe 4-48 entre Venezuela y, García Moreno y Sucre, 170401 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Amandy+Professional+Salon+-+Peluquer%C3%ADa+%26+Spa+de+u%C3%B1as/data=!4m7!3m6!1s0x91d59b6a1486c841:0xe456e37d309f4f68!8m2!3d-0.2214538!4d-78.5133593!16s%2Fg%2F11gjm6tpvv!19sChIJQciGFGqb1ZERaE-fMH3jVuQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Barber House Quito","1800 227 237","","4.7","230","https://bit.ly/ReservasBarberHouse?y_source=1_OTI0NDE4OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","sitio_propio","","false","Barbería","Edificio Grafito, Gonnessiat N31-91 y, 170517 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Barber+House+Quito/data=!4m7!3m6!1s0x91d59b1b5ff4759f:0x5a819db3c6921171!8m2!3d-0.1967723!4d-78.4790273!16s%2Fg%2F11gmgwx539!19sChIJn3X0Xxub1ZERcRGSxrOdgVo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Mila Estética - Perfumería","(02) 228-7755","","4.2","212","","ninguno","","true","Centro de estética","Mejía Oe1-50, 170206 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Mila+Est%C3%A9tica+-+Perfumer%C3%ADa/data=!4m7!3m6!1s0x91d59988063735e5:0xab7ed56acba4bb01!8m2!3d-0.2204867!4d-78.5090718!16s%2Fg%2F11gk51c5fx!19sChIJ5TU3BoiZ1ZERAbuky2rVfqs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Jermania Peluquería","(02) 243-4816","","4.8","21","https://jermaniapeluqueria.com/","sitio_propio","","false","Peluquería","Marcos Jofre, 170104 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Jermania+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59ab9dc5fe8b5:0xfdf517c3ff2a56ff!8m2!3d-0.156094!4d-78.49388!16s%2Fg%2F11bw671y1x!19sChIJtehf3Lma1ZER_1Yq_8MX9f0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"GLOOS PELUQUERÍA","097 987 0249","","4.6","21","","ninguno","","true","Barbería","Bolivar, e y Imbabura, OE8-23, 170105","Centro Histórico, Quito","https://www.google.com/maps/place/GLOOS+PELUQUER%C3%8DA/data=!4m7!3m6!1s0x91d59a2a763cc2a5:0x1618f7c443212d5!8m2!3d-0.2193323!4d-78.5171622!16s%2Fg%2F11cjk9kz_f!19sChIJpcI8diqa1ZER1RIyRHyPYQE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluqueria","","","3.9","171","https://bit.ly/CitasBlick","sitio_propio","","false","Peluquería","","Centro Histórico, Quito","https://www.google.com/maps/place/Peluqueria/data=!4m7!3m6!1s0x91d59b5b06eccfc5:0x5af9212992ba08e!8m2!3d-1.3603287!4d-83.8954733!16s%2Fg%2F11qqlvysz5!19sChIJxc_sBlub1ZERjqArmRKSrwU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Rizosmania","098 780 4700","","4.5","128","","ninguno","","true","Peluquería","Edificio Valdivia Calle Luis Cordero E5-51 entre Juan León Mera y, Reina Victoria y Luis Cordero, Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Rizosmania/data=!4m7!3m6!1s0x91d59b0e0aab46eb:0x6b5690b7ce0a42f8!8m2!3d-0.201459!4d-78.4899351!16s%2Fg%2F11ft1jd0nw!19sChIJ60arCg6b1ZER-EIKzreQVms?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Kapriccio Beauty Salon","095 915 6008","","4.8","29","https://www.instagram.com/kapriccio_ec?igsh=azU1c2Rnejd5M3d5&utm_source=qr","solo_red_social","","true","Centro de estética","Av. de los Shyris &, 170102 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Kapriccio+Beauty+Salon/data=!4m7!3m6!1s0x91d59b5f084da647:0x7defbc99ade5eed!8m2!3d-0.1717905!4d-78.4803102!16s%2Fg%2F11tp7_c_rb!19sChIJR6ZNCF-b1ZER7V7emsn73gc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería La Guayaquileña","(02) 228-8056","","4.9","7","","ninguno","","true","Barbería","José Joaquín Olmedo Oe7-71, 170142 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+La+Guayaquile%C3%B1a/data=!4m7!3m6!1s0x91d59a294170974d:0x3e6fed8babcfca05!8m2!3d-0.2151876!4d-78.5148053!16s%2Fg%2F11gn259j8j!19sChIJTZdwQSma1ZERBcrPq4vtbz4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Barber House Cumbaya","096 279 2796","info@barberhouse.ec","4.7","428","https://www.barberhouse.ec/","sitio_propio","","false","Barbería","Centro Comercial La Tejedora, Av. Oswaldo Guayasamín y Siena E5-25 y, 170901 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Barber+House+Cumbaya/data=!4m7!3m6!1s0x91d59120ce06ca91:0x687e64cb5186d06b!8m2!3d-0.2055567!4d-78.4277859!16s%2Fg%2F11g6xcxq22!19sChIJkcoGziCR1ZERa9CGUctkfmg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Pelucas y Extensiones ""Luis Tul""-","099 775 9775","","4.9","34","http://www.pelucasyextensionesluistul.com/","sitio_propio","","false","Tienda de pelucas","García Moreno 7-71 y, 170401 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Pelucas+y+Extensiones+%22Luis+Tul%22-/data=!4m7!3m6!1s0x91d59aa1e216b3b3:0x40fb8bf38c937c7e!8m2!3d-0.217767!4d-78.5107657!16s%2Fg%2F11f7669hc3!19sChIJs7MW4qGa1ZERfnyTjPOL-0A?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Hollywood","098 942 4191","","4.9","23","","ninguno","","true","Peluquería","C. Sucre 103, 170401 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Hollywood/data=!4m7!3m6!1s0x91d599ef7503bde3:0x2b542b25a0c5d8db!8m2!3d-0.2230056!4d-78.5115836!16s%2Fg%2F11nnzm5k6y!19sChIJ470Dde-Z1ZER29jFoCUrVCs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"M&M Peluqueria","098 776 4009","","4.9","157","","ninguno","","true","Peluquería","Jumandi Oe2_271 y, Jacinto Flores, 170111 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/M%26M+Peluqueria/data=!4m7!3m6!1s0x91d599f502e1e6a3:0x5bb3860e291df5fb!8m2!3d-0.2511145!4d-78.5259496!16s%2Fg%2F11c1s11p8y!19sChIJo-bhAvWZ1ZER-_UdKQ6Gs1s?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluqueria Rhosnyk","098 205 4507","","4","6","https://www.facebook.com/Rhosnyk-Peluqueria-2472534366097466/","solo_red_social","","true","Barbería","Oriente 507, 170130 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Peluqueria+Rhosnyk/data=!4m7!3m6!1s0x91d59b3c4963f859:0xf0c68f4c8d30cf40!8m2!3d-0.2179253!4d-78.5074723!16s%2Fg%2F11g0mt3fq1!19sChIJWfhjSTyb1ZERQM8wjUyPxvA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Gaby Cosméticos Importadora","(02) 251-0803","","4.4","345","http://gabycosmeticos.com.ec/","sitio_propio","","false","Tienda de cosméticos","Calle Chile Oe6-193 entre Imbabura y Cuenca, 170150 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Gaby+Cosm%C3%A9ticos+Importadora/data=!4m7!3m6!1s0x91d59b6b49df2211:0xa03a0dfb74c8f140!8m2!3d-0.2181429!4d-78.514282!16s%2Fg%2F11gnrmx8tg!19sChIJESLfSWub1ZERQPHIdPsNOqA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"The Bron Barber Shop","099 228 3639","","4.5","11","","ninguno","","true","Peluquería","Calle Imbabura y Blvr. 24 de Mayo s2-61, 170130 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/The+Bron+Barber+Shop/data=!4m7!3m6!1s0x91d599804d65dcd9:0x7860ed7595e619b7!8m2!3d-0.2221808!4d-78.5185578!16s%2Fg%2F11fd7fpbsd!19sChIJ2dxlTYCZ1ZERtxnmlXXtYHg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"LuciCamHair-Studio/Mcbo","","","5","17","","ninguno","","true","Peluquería","","Centro Histórico, Quito","https://www.google.com/maps/place/LuciCamHair-Studio%2FMcbo/data=!4m7!3m6!1s0x91d59ba5543158df:0xcc9cd83531e571e5!8m2!3d-1.3603287!4d-83.8954733!16s%2Fg%2F11tgd8251j!19sChIJ31gxVKWb1ZER5XHlMTXYnMw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Salon De Belleza Local 95","098 764 4541","","3.7","13","","ninguno","","true","Barbería","Centro Comercial Ipiales Mires, Local 95, Calles, Gral Mires, Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Salon+De+Belleza+Local+95/data=!4m7!3m6!1s0x91d59a2951198b71:0xe53074439149a116!8m2!3d-0.2157754!4d-78.5145043!16s%2Fg%2F11gnr2y3f6!19sChIJcYsZUSma1ZERFqFJkUN0MOU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"INSTITUTO PRINCESA DE GALES CENTRO","099 297 2483","","4.4","14","","ninguno","","true","Academia de estética","Sucre, C. Guayaquil y Pasaje Tobar 214 y, P 3, Quito","Centro Histórico, Quito","https://www.google.com/maps/place/INSTITUTO+PRINCESA+DE+GALES+CENTRO/data=!4m7!3m6!1s0x91d59968464855e5:0x44fe3e6c47b639d4!8m2!3d-0.2222449!4d-78.5121106!16s%2Fg%2F11h0b9d0jc!19sChIJ5VVIRmiZ1ZER1Dm2R2w-_kQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluquería Jimmyaranguren","099 583 1673","","4.7","27","","ninguno","","true","Peluquería","","Centro Histórico, Quito","https://www.google.com/maps/place/Peluquer%C3%ADa+Jimmyaranguren/data=!4m7!3m6!1s0x91d590e6088a622b:0x8d4aef0cbaca812!8m2!3d-1.3603287!4d-83.8954733!16s%2Fg%2F11c60jrq0w!19sChIJK2KKCOaQ1ZEREqisy_Cu1Ag?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Calle La Ronda","","","4.5","4604","","ninguno","","true","Atracción turística","QFGP+87W, Venezuela, 170130 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Calle+La+Ronda/data=!4m7!3m6!1s0x91d59986b293cdd3:0xb58f7fc349615dd9!8m2!3d-0.2241292!4d-78.5142918!16s%2Fg%2F11cm0p3csv!19sChIJ082TsoaZ1ZER2V1hScN_j7U?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Ciudad Agro . Agroveterinaria y Peluquería Canina .","(02) 295-1964","","4.8","21","http://www.fb.com/ciudadagro","sitio_propio","","false","Tienda de productos para mascotas","Rocafuerte Oe4-86 y García Moreno Entre el Arco de la Reina y el Centro de Salud N1, 170107 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Ciudad+Agro+.+Agroveterinaria+y+Peluquer%C3%ADa+Canina+./data=!4m7!3m6!1s0x91d5994073a3bcc9:0xfacffd6c795c723!8m2!3d-0.2227129!4d-78.5147125!16s%2Fg%2F11hsshn8t9!19sChIJybyjc0CZ1ZERI8eVx9b_rA8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Centro Comercial Gran Pasaje","","","3.9","517","","ninguno","","true","Centro comercial","QFJR+HF8, 170131 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Centro+Comercial+Gran+Pasaje/data=!4m7!3m6!1s0x91d59a27de9a9e51:0x47472c851902c503!8m2!3d-0.2185848!4d-78.5087978!16s%2Fg%2F11c0qwpf4x!19sChIJUZ6a3iea1ZERA8UCGYUsR0c?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Barber House Puembo","099 590 6011","info@barberhouse.ec","4.5","33","https://www.barberhouse.ec/","sitio_propio","","false","Barbería","Julio Tobar Donoso, 170179 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Barber+House+Puembo/data=!4m7!3m6!1s0x91d59338d3409acd:0xf5b8e488f9c2bca9!8m2!3d-0.1927491!4d-78.3635951!16s%2Fg%2F11xlj73hd6!19sChIJzZpA0ziT1ZERqbzC-YjkuPU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Consultorio Veterinario ""PROSESAN""","099 730 0333","","4.6","99","http://www.comercialelagricultor.com/","sitio_propio","2015","true","Clínica ambulatoria","Simon Bolivar Oe5-87 y, 170401 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Consultorio+Veterinario+%22PROSESAN%22/data=!4m7!3m6!1s0x91d5990b82e55f81:0xd99a8de7257025f3!8m2!3d-0.2214249!4d-78.5149845!16s%2Fg%2F11fhqm9mgb!19sChIJgV_lgguZ1ZER8yVwJeeNmtk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"DLQ Distribuidora - Cosméticos & Belleza","(07) 284-3322","info@dlqbelleza.com.ec","4.3","52","https://dlqbelleza.com.ec/","sitio_propio","","false","Tienda de productos de belleza","Benigno Malo 1061, 010150 Cuenca","Centro Histórico, Quito","https://www.google.com/maps/place/DLQ+Distribuidora+-+Cosm%C3%A9ticos+%26+Belleza/data=!4m7!3m6!1s0x91cd181a75c71391:0x4845db6d5f9145c4!8m2!3d-2.895247!4d-79.0045667!16s%2Fg%2F11b6ds0d23!19sChIJkRPHdRoYzZERxEWRX23bRUg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"OnlyPets","098 797 7182","","4.8","17","","ninguno","","true","Peluquería","","Centro Histórico, Quito","https://www.google.com/maps/place/OnlyPets/data=!4m7!3m6!1s0x231285034b76ac8d:0x521ab506a2c3c842!8m2!3d-0.1865944!4d-78.4305382!16s%2Fg%2F11mznz3y1p!19sChIJjax2SwOFEiMRQsjDoga1GlI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Evolución Internacional","(02) 666-0645","","4.6","8","","ninguno","","true","Academia de estética","Alonso de Mendoza S9-41, 170111 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Evoluci%C3%B3n+Internacional/data=!4m7!3m6!1s0x91d599a7693b7785:0x6a75c8053206bbf8!8m2!3d-0.244348!4d-78.5197068!16s%2Fg%2F11fb0jn3x6!19sChIJhXc7aaeZ1ZER-LsGMgXIdWo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Jose Vargas Studio De Belleza","099 677 8926","","4.5","119","","ninguno","","true","Centro de estética","Dátiles 301, 090511 Guayaquil","Centro Histórico, Quito","https://www.google.com/maps/place/Jose+Vargas+Studio+De+Belleza/data=!4m7!3m6!1s0x902d6d88ea0dda7f:0x871492877c4439f9!8m2!3d-2.1702549!4d-79.9066017!16s%2Fg%2F11fhz6dpsf!19sChIJf9oN6ohtLZAR-TlEfIeSFIc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Kings Barber Shop - Corte de Cabello y Barba en Quito","098 327 3948","","4.7","487","http://www.kingsbs.com/","sitio_propio","","false","Barbería","Checoslovaquia E9-75, 1701Ecuador, 170135 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Kings+Barber+Shop+-+Corte+de+Cabello+y+Barba+en+Quito/data=!4m7!3m6!1s0x91d59a7e7b642049:0x6656a7e241a4cc69!8m2!3d-0.185898!4d-78.481056!16s%2Fg%2F11c5qm62zy!19sChIJSSBke36a1ZERacykQeKnVmY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"ETAFASHION Quicentro Shopping","(02) 342-2222","","4.4","309","http://www.etafashion.com/","sitio_propio","2023","false","Tienda de ropa","Av. Naciones Unidas y Av. 6 de Diciembre &, 170135 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/ETAFASHION+Quicentro+Shopping/data=!4m7!3m6!1s0x91d59a83afc3f8af:0xef06107385533af8!8m2!3d-0.1764179!4d-78.4779853!16s%2Fg%2F1hf9wqd50!19sChIJr_jDr4Oa1ZER-DpThXMQBu8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Nina Shunku","(02) 257-1864","","4.6","134","","ninguno","","true","Centro comunitario","170130 Quito","Centro Histórico, Quito","https://www.google.com/maps/place/Nina+Shunku/data=!4m7!3m6!1s0x91d5998149ce73d9:0x7c7b20866c0bee43!8m2!3d-0.2234608!4d-78.5154777!16s%2Fg%2F11b7f3z93f!19sChIJ2XPOSYGZ1ZERQ-4LbIYge3w?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
